Record Date,Parent ID,Classification ID,Classification Description,Current Month Net Transaction Amount,Fiscal Year to Date Net Transaction Amount,Prior Fiscal Year to Date Net Transaction Amount,Beginning Year Account Balance Amount,Beginning Month Account Balance Amount,Closing Month Account Balance Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2022-03-31,49119174,49119180,Borrowing from the Public:,null,null,null,null,null,null,6,2,2,9030,S,GL,2,1.1,2022,2,2022,1,03,31
2022-03-31,49119180,49119183,Treasury Securities, Issued Under General Financing Authorities:,null,null,null,null,null,null,6,3,3,9032,S,GL,3,1.1.1,2022,2,2022,1,03,31
2022-03-31,49119183,49119188,Debt Held by the Public,103206802944.48,1596867387289.67,967986421166.30,22282899458707.10,23776560043052.30,23879766845996.70,6,4,4,9034,D,GL,4,1.1.1.1,2022,2,2022,1,03,31
2022-03-31,49119183,49119190,Intragovernmental Holdings,7399385672.96,375173970842.62,219192677819.13,6146018206963.91,6513792792133.57,6521192177806.53,6,5,5,9035,D,GL,4,1.1.1.2,2022,2,2022,1,03,31
2022-03-31,49119183,49119196,Total Treasury Securities Outstanding,110606188617.44,1972041358132.29,1187179098985.43,28428919000000.00,30290352835185.87,30400960000000.00,6,6,6,9036,T,GL,4,1.1.1.3,2022,2,2022,1,03,31
2022-03-31,49119196,49119198,Plus Premium on Treasury Securities,585382177.68,4515995580.58,5055114994.90,64875072087.14,68805685490.04,69391067667.72,6,7,7,9040,D,GL,5,1.1.1.3.1,2022,2,2022,1,03,31
2022-03-31,49119196,49119204,Less Discount on Treasury Securities,3091592433.06,12051283058.32,12077532291.47,128836804503.66,137796495128.92,140888087561.98,6,8,8,9045,D,GL,5,1.1.1.3.2,2022,2,2022,1,03,31
2022-03-31,49119196,49119206,Total Treasury Securities Net of Premium and Discount,108099978362.06,1964506070654.55,1180156681688.86,28364955933254.49,30221362025546.99,30329462003908.97,6,9,9,9055,T,GL,5,1.1.1.3.3,2022,2,2022,1,03,31
2022-03-31,49119180,49119212,Agency Securities, Issued Under Special Financing Authorities (See Schedule B; for Other Agency Borrowing, See Schedule C),-175728810.00,-103486719.00,-323017493.00,19501806005.26,19574048096.26,19398319286.26,6,10,10,9102,D,GL,3,1.1.2,2022,2,2022,1,03,31
2022-03-31,49119180,49119215,Total Federal Securities,107924249552.06,1964402583935.55,1179833664195.86,28384457739259.75,30240936073643.25,30348860323195.23,6,11,11,9103,T,GL,3,1.1.3,2022,2,2022,1,03,31
2022-03-31,49119180,49119220,Deduct:,null,null,null,null,null,null,6,12,12,9200,S,GL,3,1.1.4,2022,2,2022,1,03,31
2022-03-31,49119220,49119223,Federal Securities Held as Investments of Government Accounts (See Schedule D),8426819103.70,374640066613.15,217942550984.07,6123039671272.61,6489252918782.06,6497679737885.76,6,13,13,9202,D,GL,4,1.1.4.1,2022,2,2022,1,03,31
2022-03-31,49119220,49119228,Less Discount on Federal Securities Held as Investments of Government Accounts,154956936.91,-33665261.92,7752556.83,25601215482.50,25412593283.67,25567550220.58,6,14,14,9230,D,GL,4,1.1.4.2,2022,2,2022,1,03,31
2022-03-31,49119220,49119231,Net Federal Securities Held as Investments of Government Accounts,8271862166.79,374673731875.07,217934798427.24,6097438455790.11,6463840325498.39,6472112187665.18,6,15,15,9240,T,GL,4,1.1.4.3,2022,2,2022,1,03,31
2022-03-31,49119180,49119233,Total Borrowing from the Public,99652387385.27,1589728852060.48,961898865768.62,22287019283469.64,23777095748144.86,23876748135530.05,6,16,16,9310,T,GL,3,1.1.5,2022,2,2022,1,03,31
2022-03-31,49119174,49119237,Accrued Interest Payable to the Public,16840531198.15,808993464.95,-1992278632.11,69214101640.95,53182563907.75,70023095105.90,6,17,17,9320,D,GL,2,1.2,2022,2,2022,1,03,31
2022-03-31,49119174,49119239,Allocations of Special Drawing Rights,-1431179135.42,-3040394198.60,340443163.04,161825469383.55,160216254320.37,158785075184.95,6,18,18,9347,D,GL,2,1.3,2022,2,2022,1,03,31
2022-03-31,49119174,49119243,Deposit Funds,-3396318042.22,-216950380163.22,78568601178.12,263989134104.53,50435071983.53,47038753941.31,6,19,19,9350,D,GL,2,1.4,2022,2,2022,1,03,31
2022-03-31,49119174,49119245,Miscellaneous Liability Accounts (Includes Checks Outstanding Etc.),-34317852.67,-208618472.31,29683646815.97,29881944964.22,29707644344.58,29673326491.91,6,20,20,9360,D,GL,2,1.5,2022,2,2022,1,03,31
2022-03-31,49119174,49119249,Total Liability Accounts,111631103553.11,1370338452691.30,1068499278293.64,22811929933562.89,24070637282701.09,24182268386254.12,6,21,21,9361,T,GL,2,1.6,2022,2,2022,1,03,31
2022-03-31,null,49119251,Asset Accounts (Deduct),null,null,null,null,null,null,6,22,22,9362,S,GL,1,2,2022,2,2022,1,03,31
2022-03-31,49119251,49119255,Cash and Monetary Assets:,null,null,null,null,null,null,6,23,23,9363,S,GL,2,2.1,2022,2,2022,1,03,31
2022-03-31,49119255,49119257,U.S. Treasury Operating Cash:,null,null,null,null,null,null,6,24,24,9364,S,GL,3,2.1.1,2022,2,2022,1,03,31
2022-03-31,49119257,49119261,Federal Reserve Account,-119740414252.18,436363399852.95,-659728250944.08,215159783586.14,771263597691.27,651523183439.09,6,25,25,9500,D,GL,4,2.1.1.1,2022,2,2022,1,03,31
2022-03-31,49119257,49119269,Balance,-119740414252.18,436363399852.95,-659728250944.08,215159783586.14,771263597691.27,651523183439.09,6,26,26,9503,T,GL,4,2.1.1.2,2022,2,2022,1,03,31
2022-03-31,49119255,49119273,Special Drawing Rights:,null,null,null,null,null,null,6,27,27,9504,S,GL,3,2.1.2,2022,2,2022,1,03,31
2022-03-31,49119273,49119275,Total Holdings,-717933948.87,-742962616.07,369270400.73,163874174152.15,163849145484.95,163131211536.08,6,28,28,9505,D,GL,4,2.1.2.1,2022,2,2022,1,03,31
2022-03-31,49119273,49119279,SDR Certificates Issued to Federal Reserve Banks,0.00,0.00,0.00,-5200000000.00,-5200000000.00,-5200000000.00,6,29,29,9506,D,GL,4,2.1.2.2,2022,2,2022,1,03,31
2022-03-31,49119273,49119281,Balance,-717933948.87,-742962616.07,369270400.73,158674174152.15,158649145484.95,157931211536.08,6,30,30,9507,T,GL,4,2.1.2.3,2022,2,2022,1,03,31
2022-03-31,49119255,49119285,Reserve Position on the U.S. Quota in the IMF:,null,null,null,null,null,null,6,31,31,9508,S,GL,3,2.1.3,2022,2,2022,1,03,31
2022-03-31,49119285,49119287,U.S. Subscription to International Monetary Fund:,null,null,null,null,null,null,6,32,32,9509,S,GL,4,2.1.3.1,2022,2,2022,1,03,31
2022-03-31,49119287,49119291,Direct Quota Payments,0.00,0.00,0.00,111629078113.37,111629078113.37,111629078113.37,6,33,33,9510,D,GL,5,2.1.3.1.1,2022,2,2022,1,03,31
2022-03-31,49119287,49119293,Maintenance of Value Adjustments,-1034461472.83,-2197029857.38,799483944.85,5299075081.07,4136506696.52,3102045223.69,6,34,34,9511,D,GL,5,2.1.3.1.2,2022,2,2022,1,03,31
2022-03-31,49119285,49119297,Letter of Credit Issued to IMF,-402000000.00,1719000000.00,871000000.00,-85286065735.55,-83165065735.55,-83567065735.55,6,35,35,9512,D,GL,4,2.1.3.2,2022,2,2022,1,03,31
2022-03-31,49119285,49119299,Dollar Deposits with the IMF,-4516851.91,-12877394.29,-22190562.20,-375025346.82,-383385889.20,-387902741.11,6,36,36,9513,D,GL,4,2.1.3.3,2022,2,2022,1,03,31
2022-03-31,49119285,49119303,Receivable/Payable (-) for Interim Maintenance of Value Adjustments,725743336.06,1539405502.98,-590856958.55,1475596585.25,2289258752.17,3015002088.23,6,37,37,9515,D,GL,4,2.1.3.4,2022,2,2022,1,03,31
2022-03-31,49119285,49119305,Balance,-715234988.68,1048498251.31,1057436424.10,32742658697.32,34506391937.31,33791156948.63,6,38,38,9516,T,GL,4,2.1.3.5,2022,2,2022,1,03,31
2022-03-31,49119255,49119309,Loans to International Monetary Fund,0.00,-12147070.66,-619380683.73,933340469.92,921193399.26,921193399.26,6,39,39,9517,D,GL,3,2.1.4,2022,2,2022,1,03,31
2022-03-31,49119255,49119311,Other Cash and Monetary Assets,-147502023.60,-49369675.32,-264962921.60,26272101788.94,26370234137.22,26222732113.62,6,40,40,9518,D,GL,3,2.1.5,2022,2,2022,1,03,31
2022-03-31,49119255,49119315,Total Cash and Monetary Assets,-121321085213.33,436607418742.21,-659185887724.58,433782058694.47,991710562650.01,870389477436.68,6,41,41,9519,T,GL,3,2.1.6,2022,2,2022,1,03,31
2022-03-31,49119251,49119317,Non-Federal Securities of the National Railroad Retirement Investment Trust,-511691955.77,-1187392657.71,1359269207.68,28086512237.30,27410811535.36,26899119579.59,6,42,42,9542,D,GL,2,2.2,2022,2,2022,1,03,31
2022-03-31,49119251,49119321,Net Activity, Guaranteed Loan Financing (See Schedule E),15414174850.64,154572476926.38,41287174616.32,-159747042519.91,-20588740444.17,-5174565593.53,6,43,43,9550,D,GL,2,2.3,2022,2,2022,1,03,31
2022-03-31,49119251,49119323,Net Activity, Direct Loan Financing (See Schedule E),25977227665.30,111362078171.78,-22769328186.50,1595001885084.98,1680386735591.46,1706363963256.76,6,44,44,9555,D,GL,2,2.4,2022,2,2022,1,03,31
2022-03-31,49119251,49119325,Miscellaneous Asset Accounts,-606102925.24,872912535.86,1715807269.45,-590139820.70,888875640.40,282772715.16,6,45,45,9561,D,GL,2,2.5,2022,2,2022,1,03,31
2022-03-31,49119251,49119327,Total Asset Accounts,-81047477578.40,702227493718.52,-637592964817.63,1896533273676.14,2679808244973.06,2598760767394.66,6,46,46,9562,T,GL,2,2.6,2022,2,2022,1,03,31
2022-03-31,null,49119330,Excess of Liabilities (+) or Assets (-),192678581131.51,668110958972.78,1706092243111.27,20915396659886.70,21390829037728.00,21583507618859.50,6,47,47,9563,T,GL,1,3,2022,2,2022,1,03,31
2022-03-31,null,49119333,Transactions Not Applied to Current Year's Surplus or Deficit (See Schedule A for Details),3805525.42,155870819.34,163143009.74,0.00,152065293.92,155870819.34,6,48,48,9624,D,GL,1,4,2022,2,2022,1,03,31
2022-03-31,null,49119338,Total Budget and Off-Budget Federal Entities (Financing of Deficit (+) or Disposition of Surplus (-)),192682386656.93,668266829792.12,1706255386121.01,20915396659886.70,21390981103021.90,21583663489678.80,6,49,49,9661,T,GL,1,5,2022,2,2022,1,03,31
2022-02-28,null,49014876,Liability Accounts:,null,null,null,null,null,null,6,1,1,9029,S,GL,1,1,2022,2,2022,1,02,28
2022-02-28,49014876,49014878,Borrowing from the Public:,null,null,null,null,null,null,6,2,2,9030,S,GL,2,1.1,2022,2,2022,1,02,28
2022-02-28,49014878,49014880,Treasury Securities, Issued Under General Financing Authorities:,null,null,null,null,null,null,6,3,3,9032,S,GL,3,1.1.1,2022,2,2022,1,02,28
2022-02-28,49014880,49014882,Debt Held by the Public,289380075705.60,1493660584345.19,736785114501.16,22282899458707.10,23487179967346.70,23776560043052.30,6,4,4,9034,D,GL,4,1.1.1.1,2022,2,2022,1,02,28
2022-02-28,49014880,49014884,Intragovernmental Holdings,-11412405380.36,367774585169.66,220187425359.39,6146018206963.91,6525205197513.93,6513792792133.57,6,5,5,9035,D,GL,4,1.1.1.2,2022,2,2022,1,02,28
2022-02-28,49014880,49014886,Total Treasury Securities Outstanding,277967670325.24,1861435169514.85,956972539860.55,28428919000000.00,30012386000000.00,30290352835185.87,6,6,6,9036,T,GL,4,1.1.1.3,2022,2,2022,1,02,28
2022-02-28,49014886,49014888,Plus Premium on Treasury Securities,-551346471.50,3930613402.90,4378695561.14,64875072087.14,69357031961.54,68805685490.04,6,7,7,9040,D,GL,5,1.1.1.3.1,2022,2,2022,1,02,28
2022-02-28,49014886,49014890,Less Discount on Treasury Securities,1835481623.91,8959690625.26,5433186570.76,128836804503.66,135961013505.01,137796495128.92,6,8,8,9045,D,GL,5,1.1.1.3.2,2022,2,2022,1,02,28
2022-02-28,49014886,49014892,Total Treasury Securities Net of Premium and Discount,275580842229.83,1856406092292.49,955918048850.93,28364955933254.49,29945781183317.16,30221362025546.99,6,9,9,9055,T,GL,5,1.1.1.3.3,2022,2,2022,1,02,28
2022-02-28,49014878,49014894,Agency Securities, Issued Under Special Financing Authorities (See Schedule B; for Other Agency Borrowing, See Schedule C),-203284630.00,72242091.00,-248381949.00,19501806005.26,19777332726.26,19574048096.26,6,10,10,9102,D,GL,3,1.1.2,2022,2,2022,1,02,28
2022-02-28,49014878,49014896,Total Federal Securities,275377557599.83,1856478334383.49,955669666901.93,28384457739259.75,29965558516043.42,30240936073643.25,6,11,11,9103,T,GL,3,1.1.3,2022,2,2022,1,02,28
2022-02-28,49014878,49014898,Deduct:,null,null,null,null,null,null,6,12,12,9200,S,GL,3,1.1.4,2022,2,2022,1,02,28
2022-02-28,49014898,49014900,Federal Securities Held as Investments of Government Accounts (See Schedule D),-11244081228.21,366213247509.45,219756985345.49,6123039671272.61,6500497000010.27,6489252918782.06,6,13,13,9202,D,GL,4,1.1.4.1,2022,2,2022,1,02,28
2022-02-28,49014898,49014902,Less Discount on Federal Securities Held as Investments of Government Accounts,18580526.04,-188622198.83,-233077169.61,25601215482.50,25394012757.63,25412593283.67,6,14,14,9230,D,GL,4,1.1.4.2,2022,2,2022,1,02,28
2022-02-28,49014898,49014904,Net Federal Securities Held as Investments of Government Accounts,-11262661754.25,366401869708.28,219990062515.10,6097438455790.11,6475102987252.64,6463840325498.39,6,15,15,9240,T,GL,4,1.1.4.3,2022,2,2022,1,02,28
2022-02-28,49014878,49014906,Total Borrowing from the Public,286640219354.08,1490076464675.21,735679604386.83,22287019283469.64,23490455528790.78,23777095748144.86,6,16,16,9310,T,GL,3,1.1.5,2022,2,2022,1,02,28
2022-02-28,49014876,49014908,Accrued Interest Payable to the Public,-30499335817.71,-16031537733.20,-8396697211.82,69214101640.95,83681899725.46,53182563907.75,6,17,17,9320,D,GL,2,1.2,2022,2,2022,1,02,28
2022-02-28,49014876,49014910,Allocations of Special Drawing Rights,353774617.75,-1609215063.18,1119507081.78,161825469383.55,159862479702.62,160216254320.37,6,18,18,9347,D,GL,2,1.3,2022,2,2022,1,02,28
2022-02-28,49014876,49014912,Deposit Funds,18774529510.89,-213554062121.00,-2391663983.90,263989134104.53,31660542472.64,50435071983.53,6,19,19,9350,D,GL,2,1.4,2022,2,2022,1,02,28
2022-02-28,49014876,49014914,Miscellaneous Liability Accounts (Includes Checks Outstanding Etc.),3653513906.71,-174300619.64,5128322288.94,29881944964.22,26054130437.87,29707644344.58,6,20,20,9360,D,GL,2,1.5,2022,2,2022,1,02,28
2022-02-28,49014876,49014916,Total Liability Accounts,278922701571.72,1258707349138.19,731139072561.83,22811929933562.89,23791714581129.37,24070637282701.09,6,21,21,9361,T,GL,2,1.6,2022,2,2022,1,02,28
2022-02-28,null,49014918,Asset Accounts (Deduct),null,null,null,null,null,null,6,22,22,9362,S,GL,1,2,2022,2,2022,1,02,28
2022-02-28,49014918,49014920,Cash and Monetary Assets:,null,null,null,null,null,null,6,23,23,9363,S,GL,2,2.1,2022,2,2022,1,02,28
2022-02-28,49014920,49014922,U.S. Treasury Operating Cash:,null,null,null,null,null,null,6,24,24,9364,S,GL,3,2.1.1,2022,2,2022,1,02,28
2022-02-28,49014922,49014924,Federal Reserve Account,28420707079.42,556103814105.13,-367213543178.39,215159783586.14,742842890611.85,771263597691.27,6,25,25,9500,D,GL,4,2.1.1.1,2022,2,2022,1,02,28
2022-02-28,49014922,49014930,Balance,28420707079.42,556103814105.13,-367213543178.39,215159783586.14,742842890611.85,771263597691.27,6,26,26,9503,T,GL,4,2.1.1.2,2022,2,2022,1,02,28
2022-02-28,49014920,49014932,Special Drawing Rights:,null,null,null,null,null,null,6,27,27,9504,S,GL,3,2.1.2,2022,2,2022,1,02,28
2022-02-28,49014932,49014934,Total Holdings,367780667.67,-25028667.20,1180282758.23,163874174152.15,163481364817.28,163849145484.95,6,28,28,9505,D,GL,4,2.1.2.1,2022,2,2022,1,02,28
2022-02-28,49014932,49014936,SDR Certificates Issued to Federal Reserve Banks,0.00,0.00,0.00,-5200000000.00,-5200000000.00,-5200000000.00,6,29,29,9506,D,GL,4,2.1.2.2,2022,2,2022,1,02,28
2022-02-28,49014932,49014938,Balance,367780667.67,-25028667.20,1180282758.23,158674174152.15,158281364817.28,158649145484.95,6,30,30,9507,T,GL,4,2.1.2.3,2022,2,2022,1,02,28
2022-02-28,49014920,49014940,Reserve Position on the U.S. Quota in the IMF:,null,null,null,null,null,null,6,31,31,9508,S,GL,3,2.1.3,2022,2,2022,1,02,28
2022-02-28,49014940,49014942,U.S. Subscription to International Monetary Fund:,null,null,null,null,null,null,6,32,32,9509,S,GL,4,2.1.3.1,2022,2,2022,1,02,28
2022-02-28,49014942,49014944,Direct Quota Payments,0.00,0.00,0.00,111629078113.37,111629078113.37,111629078113.37,6,33,33,9510,D,GL,5,2.1.3.1.1,2022,2,2022,1,02,28
2022-02-28,49014942,49014946,Maintenance of Value Adjustments,255698282.53,-1162568384.55,2630662483.23,5299075081.07,3880808413.99,4136506696.52,6,34,34,9511,D,GL,5,2.1.3.1.2,2022,2,2022,1,02,28
2022-02-28,49014940,49014948,Letter of Credit Issued to IMF,77000000.00,2121000000.00,1918000000.00,-85286065735.55,-83242065735.55,-83165065735.55,6,35,35,9512,D,GL,4,2.1.3.2,2022,2,2022,1,02,28
2022-02-28,49014940,49014950,Dollar Deposits with the IMF,2790230.17,-8360542.38,-9609702.67,-375025346.82,-386176119.37,-383385889.20,6,36,36,9513,D,GL,4,2.1.3.3,2022,2,2022,1,02,28
2022-02-28,49014940,49014952,Receivable/Payable (-) for Interim Maintenance of Value Adjustments,-180400742.28,813662166.92,-1910034923.47,1475596585.25,2469659494.45,2289258752.17,6,37,37,9515,D,GL,4,2.1.3.4,2022,2,2022,1,02,28
2022-02-28,49014940,49014954,Balance,155087770.42,1763733239.99,2629017857.09,32742658697.32,34351304166.89,34506391937.31,6,38,38,9516,T,GL,4,2.1.3.5,2022,2,2022,1,02,28
2022-02-28,49014920,49014956,Loans to International Monetary Fund,0.00,-12147070.66,0.00,933340469.92,921193399.26,921193399.26,6,39,39,9517,D,GL,3,2.1.4,2022,2,2022,1,02,28
2022-02-28,49014920,49014958,Other Cash and Monetary Assets,-244490664.68,98132348.28,311059488.07,26272101788.94,26614724801.90,26370234137.22,6,40,40,9518,D,GL,3,2.1.5,2022,2,2022,1,02,28
2022-02-28,49014920,49014960,Total Cash and Monetary Assets,28699084852.83,557928503955.54,-363093183075.00,433782058694.47,963011477797.18,991710562650.01,6,41,41,9519,T,GL,3,2.1.6,2022,2,2022,1,02,28
2022-02-28,49014918,49014962,Non-Federal Securities of the National Railroad Retirement Investment Trust,-947450160.93,-675700701.94,987613516.13,28086512237.30,28358261696.29,27410811535.36,6,42,42,9542,D,GL,2,2.2,2022,2,2022,1,02,28
2022-02-28,49014918,49014964,Net Activity, Guaranteed Loan Financing (See Schedule E),15290584565.18,139158302075.74,70892987286.30,-159747042519.91,-35879325009.35,-20588740444.17,6,43,43,9550,D,GL,2,2.3,2022,2,2022,1,02,28
2022-02-28,49014918,49014966,Net Activity, Direct Loan Financing (See Schedule E),19288527097.27,85384850506.48,-25018872198.38,1595001885084.98,1661098208494.19,1680386735591.46,6,44,44,9555,D,GL,2,2.4,2022,2,2022,1,02,28
2022-02-28,49014918,49014968,Miscellaneous Asset Accounts,2203161.32,1479015461.10,1438511433.15,-590139820.70,886672479.08,888875640.40,6,45,45,9561,D,GL,2,2.5,2022,2,2022,1,02,28
2022-02-28,49014918,49014970,Total Asset Accounts,62332949515.67,783274971296.92,-314792943037.80,1896533273676.14,2617475295457.39,2679808244973.06,6,46,46,9562,T,GL,2,2.6,2022,2,2022,1,02,28
2022-02-28,null,49014972,Excess of Liabilities (+) or Assets (-),216589752056.05,475432377841.27,1045932015599.63,20915396659886.70,21174239285671.90,21390829037728.00,6,47,47,9563,T,GL,1,3,2022,2,2022,1,02,28
2022-02-28,null,49014974,Transactions Not Applied to Current Year's Surplus or Deficit (See Schedule A for Details),0.00,152065293.92,720627559.76,0.00,152065293.92,152065293.92,6,48,48,9624,D,GL,1,4,2022,2,2022,1,02,28
2022-02-28,null,49014976,Total Budget and Off-Budget Federal Entities (Financing of Deficit (+) or Disposition of Surplus (-)),216589752056.05,475584443135.19,1046652643159.39,20915396659886.70,21174391350965.90,21390981103021.90,6,49,49,9661,T,GL,1,5,2022,2,2022,1,02,28
2022-01-31,48847098,48847100,Cash and Monetary Assets:,null,null,null,null,null,null,6,23,23,9363,S,GL,2,2.1,2022,2,2022,1,01,31
2022-01-31,48847100,48847102,U.S. Treasury Operating Cash:,null,null,null,null,null,null,6,24,24,9364,S,GL,3,2.1.1,2022,2,2022,1,01,31
2022-01-31,48847058,48847078,Deduct:,null,null,null,null,null,null,6,12,12,9200,S,GL,3,1.1.4,2022,2,2022,1,01,31
2022-01-31,null,48847056,Liability Accounts:,null,null,null,null,null,null,6,1,1,9029,S,GL,1,1,2022,2,2022,1,01,31
2022-01-31,48847056,48847058,Borrowing from the Public:,null,null,null,null,null,null,6,2,2,9030,S,GL,2,1.1,2022,2,2022,1,01,31
2022-01-31,48847058,48847060,Treasury Securities, Issued Under General Financing Authorities:,null,null,null,null,null,null,6,3,3,9032,S,GL,3,1.1.1,2022,2,2022,1,01,31
2022-01-31,48847060,48847062,Debt Held by the Public,343433517007.15,1204280508639.59,624962707988.24,22282899458707.10,23143746450339.50,23487179967346.70,6,4,4,9034,D,GL,4,1.1.1.1,2022,2,2022,1,01,31
2022-01-31,48847060,48847064,Intragovernmental Holdings,51737696179.39,379186990550.02,214199130401.62,6146018206963.91,6473467501334.54,6525205197513.93,6,5,5,9035,D,GL,4,1.1.1.2,2022,2,2022,1,01,31
2022-01-31,48847060,48847066,Total Treasury Securities Outstanding,395171213186.54,1583467499189.61,839161838389.86,28428919000000.00,29617215000000.00,30012386000000.00,6,6,6,9036,T,GL,4,1.1.1.3,2022,2,2022,1,01,31
2022-01-31,48847066,48847068,Plus Premium on Treasury Securities,633729628.12,4481959874.40,4317363711.97,64875072087.14,68723302333.42,69357031961.54,6,7,7,9040,D,GL,5,1.1.1.3.1,2022,2,2022,1,01,31
2022-01-31,48847066,48847070,Less Discount on Treasury Securities,3143006233.32,7124209001.35,4011823182.93,128836804503.66,132818007271.69,135961013505.01,6,8,8,9045,D,GL,5,1.1.1.3.2,2022,2,2022,1,01,31
2022-01-31,48847066,48847072,Total Treasury Securities Net of Premium and Discount,392661936581.34,1580825250062.66,839467378918.90,28364955933254.49,29553119246735.77,29945781183317.16,6,9,9,9055,T,GL,5,1.1.1.3.3,2022,2,2022,1,01,31
2022-01-31,48847058,48847074,Agency Securities, Issued Under Special Financing Authorities (See Schedule B; for Other Agency Borrowing, See Schedule C),-10671973.00,275526721.00,-24189924.00,19501806005.26,19788004699.26,19777332726.26,6,10,10,9102,D,GL,3,1.1.2,2022,2,2022,1,01,31
2022-01-31,48847058,48847076,Total Federal Securities,392651264608.34,1581100776783.66,839443188994.90,28384457739259.75,29572907251435.03,29965558516043.42,6,11,11,9103,T,GL,3,1.1.3,2022,2,2022,1,01,31
2022-01-31,48847078,48847080,Federal Securities Held as Investments of Government Accounts (See Schedule D),51610641539.35,377457328737.66,213595987848.66,6123039671272.61,6448886358470.92,6500497000010.27,6,13,13,9202,D,GL,4,1.1.4.1,2022,2,2022,1,01,31
2022-01-31,48847078,48847082,Less Discount on Federal Securities Held as Investments of Government Accounts,-57427773.17,-207202724.87,-373264717.19,25601215482.50,25451440530.80,25394012757.63,6,14,14,9230,D,GL,4,1.1.4.2,2022,2,2022,1,01,31
2022-01-31,48847078,48847084,Net Federal Securities Held as Investments of Government Accounts,51668069312.52,377664531462.53,213969252565.85,6097438455790.11,6423434917940.12,6475102987252.64,6,15,15,9240,T,GL,4,1.1.4.3,2022,2,2022,1,01,31
2022-01-31,48847058,48847086,Total Borrowing from the Public,340983195295.82,1203436245321.13,625473936429.05,22287019283469.64,23149472333494.91,23490455528790.78,6,16,16,9310,T,GL,3,1.1.5,2022,2,2022,1,01,31
2022-01-31,48847056,48847088,Accrued Interest Payable to the Public,12787825165.31,14467798084.51,21407097396.68,69214101640.95,70894074560.15,83681899725.46,6,17,17,9320,D,GL,2,1.2,2022,2,2022,1,01,31
2022-01-31,48847056,48847090,Allocations of Special Drawing Rights,-897071352.14,-1962989680.93,1173540073.42,161825469383.55,160759551054.76,159862479702.62,6,18,18,9347,D,GL,2,1.3,2022,2,2022,1,01,31
2022-01-31,48847056,48847092,Deposit Funds,-77291013030.81,-232328591632.09,4354972514.22,263940417058.12,108902838456.84,31611825426.03,6,19,19,9350,D,GL,2,1.4,2022,2,2022,1,01,31
2022-01-31,48847056,48847094,Miscellaneous Liability Accounts (Includes Checks Outstanding Etc.),-3718078827.50,-3827814526.35,6387894891.87,29881944964.22,29772209265.37,26054130437.87,6,20,20,9360,D,GL,2,1.5,2022,2,2022,1,01,31
2022-01-31,48847056,48847096,Total Liability Accounts,271864857250.68,979784647566.27,658797441305.24,22811881216516.48,23519801006832.03,23791665864082.76,6,21,21,9361,T,GL,2,1.6,2022,2,2022,1,01,31
2022-01-31,null,48847098,Asset Accounts (Deduct),null,null,null,null,null,null,6,22,22,9362,S,GL,1,2,2022,2,2022,1,01,31
2022-01-31,48847102,48847104,Federal Reserve Account,336734918543.98,527683107025.71,-170327374978.69,215159783586.14,406107972067.87,742842890611.85,6,25,25,9500,D,GL,4,2.1.1.1,2022,2,2022,1,01,31
2022-01-31,48847102,48847110,Balance,336734918543.98,527683107025.71,-170327374978.69,215159783586.14,406107972067.87,742842890611.85,6,26,26,9503,T,GL,4,2.1.1.2,2022,2,2022,1,01,31
2022-01-31,48847100,48847112,Special Drawing Rights:,null,null,null,null,null,null,6,27,27,9504,S,GL,3,2.1.2,2022,2,2022,1,01,31
2022-01-31,48847112,48847114,Total Holdings,-147604294.94,-392809334.87,1228584377.63,163874174152.15,163628969112.22,163481364817.28,6,28,28,9505,D,GL,4,2.1.2.1,2022,2,2022,1,01,31
2022-01-31,48847112,48847116,SDR Certificates Issued to Federal Reserve Banks,0.00,0.00,0.00,-5200000000.00,-5200000000.00,-5200000000.00,6,29,29,9506,D,GL,4,2.1.2.2,2022,2,2022,1,01,31
2022-01-31,48847112,48847118,Balance,-147604294.94,-392809334.87,1228584377.63,158674174152.15,158428969112.22,158281364817.28,6,30,30,9507,T,GL,4,2.1.2.3,2022,2,2022,1,01,31
2022-01-31,48847100,48847120,Reserve Position on the U.S. Quota in the IMF:,null,null,null,null,null,null,6,31,31,9508,S,GL,3,2.1.3,2022,2,2022,1,01,31
2022-01-31,48847120,48847122,U.S. Subscription to International Monetary Fund:,null,null,null,null,null,null,6,32,32,9509,S,GL,4,2.1.3.1,2022,2,2022,1,01,31
2022-01-31,48847122,48847124,Direct Quota Payments,0.00,0.00,0.00,111629078113.37,111629078113.37,111629078113.37,6,33,33,9510,D,GL,5,2.1.3.1.1,2022,2,2022,1,01,31
2022-01-31,48847122,48847126,Maintenance of Value Adjustments,-648284370.85,-1418266667.08,2757676318.75,5299075081.07,4529092784.84,3880808413.99,6,34,34,9511,D,GL,5,2.1.3.1.2,2022,2,2022,1,01,31
2022-01-31,48847120,48847128,Letter of Credit Issued to IMF,-137000000.00,2044000000.00,2000000000.00,-85286065735.55,-83105065735.55,-83242065735.55,6,35,35,9512,D,GL,4,2.1.3.2,2022,2,2022,1,01,31
